source,job_id,title,company_name,category,job_type,country,salary_raw,salary_min,salary_max,url,date_posted,pulled_at
Adzuna,adzuna_5878464557,Full Time Speech Language Therapist-Work From Home,Powerback Rehabilitation,Healthcare & Nursing Jobs,part_time,US,,62724.65,62724.65,https://www.adzuna.com/land/ad/5878464557?se=dhkTHCez8RGJQ8ghP7HgNA&utm_medium=api&utm_source=8500f1f0&v=B9426F2F24B834E12C435B2D2C8E831B2BAAA460,2026-09-10,2026-09-18
Adzuna,adzuna_5885820188,Outbound Sales and Enrollment Coordinator - Work from Home,Sagility,Sales Jobs,,US,,50709.47,50709.47,https://www.adzuna.com/land/ad/5885820188?se=dhkTHCez8RGJQ8ghP7HgNA&utm_medium=api&utm_source=8500f1f0&v=884F608A8AD13B1E6A1559731C73CD1009BB2EE9,2026-09-16,2026-09-18
Adzuna,adzuna_5875968049,Remote Licensed Mental Health Counselor - Work from Home,"Humanist Self Psychotherapy, PC",Healthcare & Nursing Jobs,full_time,US,,100000.0,120000.0,https://www.adzuna.com/land/ad/5875968049?se=dhkTHCez8RGJQ8ghP7HgNA&utm_medium=api&utm_source=8500f1f0&v=FA8AEDD18A795F10E64742E48831525E6CBD92FF,2026-09-08,2026-09-18
Adzuna,adzuna_5875898735,Remote Licensed Mental Health Counselor - Work-from-Home Opportunity,Mankind Therapy Inc.,Healthcare & Nursing Jobs,full_time,US,,90000.0,104000.0,https://www.adzuna.com/land/ad/5875898735?se=dhkTHCez8RGJQ8ghP7HgNA&utm_medium=api&utm_source=8500f1f0&v=BE16D09E06E734958476723879D70AD7F69B8408,2026-09-08,2026-09-18
Adzuna,adzuna_5875902488,Licensed Remote Mental Health Counselor - Flexible Work from Home,New Horizons Mentally Care Group,Social work Jobs,full_time,US,,115000.0,130000.0,https://www.adzuna.com/land/ad/5875902488?se=dhkTHCez8RGJQ8ghP7HgNA&utm_medium=api&utm_source=8500f1f0&v=EA013A12E8A2C27E13748627D29821AF07B32B22,2026-09-08,2026-09-18
Adzuna,adzuna_5880691630,Benefits Sales Representative - Work from Home,AgentBase,Sales Jobs,,US,,84928.05,84928.05,https://www.adzuna.com/land/ad/5880691630?se=dhkTHCez8RGJQ8ghP7HgNA&utm_medium=api&utm_source=8500f1f0&v=DEA7CA7315E5748A55D2638279AE8D74EF31FA79,2026-09-12,2026-09-18
Adzuna,adzuna_5875888610,"Remote Mental Health Counselor (LMFT, LMHC, LCSW) - Work from Home",Psych Bloom Recovery Clinic,Healthcare & Nursing Jobs,full_time,US,,52000.0,70000.0,https://www.adzuna.com/land/ad/5875888610?se=dhkTHCez8RGJQ8ghP7HgNA&utm_medium=api&utm_source=8500f1f0&v=E0E90E3BE588799EDA304EEF0F8838404E440016,2026-09-08,2026-09-18
Adzuna,adzuna_5875944516,Licensed Remote Mental Health Counselor - Flexible Work from Home Opportunity,Good Living Therapy,Healthcare & Nursing Jobs,full_time,US,,100000.0,110000.0,https://www.adzuna.com/land/ad/5875944516?se=dhkTHCez8RGJQ8ghP7HgNA&utm_medium=api&utm_source=8500f1f0&v=4B0CBE9DB31B32F3CC355F9F9A26827582969989,2026-09-08,2026-09-18
Adzuna,adzuna_5875944430,"Licensed Remote Mental Health Counselor – Work from Home in Jackson, TN",Good Living Therapy,Healthcare & Nursing Jobs,full_time,US,,100000.0,110000.0,https://www.adzuna.com/land/ad/5875944430?se=dhkTHCez8RGJQ8ghP7HgNA&utm_medium=api&utm_source=8500f1f0&v=1CD54F343B349C6773EA25F54634599F5015666E,2026-09-08,2026-09-18
Adzuna,adzuna_5886627586,IT RECRUITERS (Work from Home) - 100 % REMOTE,"Digipulse Technologies, Inc",IT Jobs,,US,,87642.68,87642.68,https://www.adzuna.com/land/ad/5886627586?se=dhkTHCez8RGJQ8ghP7HgNA&utm_medium=api&utm_source=8500f1f0&v=59D022EDFAF6739181E4720A0A959474C569B164,2026-09-16,2026-09-18
Adzuna,adzuna_5875949745,"Licensed Remote Mental Health Counselor (LMFT, LMHC, LICSW) - Work from Home","Adult, Child & Family Services, LLC",Social work Jobs,full_time,US,,100000.0,105000.0,https://www.adzuna.com/land/ad/5875949745?se=dhkTHCez8RGJQ8ghP7HgNA&utm_medium=api&utm_source=8500f1f0&v=1353A3B25E09CDDBD00E6096761759EABF9EC48C,2026-09-08,2026-09-18
Adzuna,adzuna_5875888598,"Remote Licensed Mental Health Counselor (LMFT, LMHC, LCSW) - Work from Home",Psych Bloom Recovery Clinic,Social work Jobs,full_time,US,,52000.0,70000.0,https://www.adzuna.com/land/ad/5875888598?se=dhkTHCez8RGJQ8ghP7HgNA&utm_medium=api&utm_source=8500f1f0&v=90D45E8E07E9BC45370415AEC09142532D85C50C,2026-09-08,2026-09-18
Adzuna,adzuna_5875888548,"Remote Mental Health Counselor (LMFT, LMHC, LCSW) - Work from Home Opportunity",Psych Bloom Recovery Clinic,Healthcare & Nursing Jobs,full_time,US,,52000.0,70000.0,https://www.adzuna.com/land/ad/5875888548?se=dhkTHCez8RGJQ8ghP7HgNA&utm_medium=api&utm_source=8500f1f0&v=C183E2C5CCA6C7EB1656CD0A0E82B4F103DC91E8,2026-09-08,2026-09-18
Adzuna,adzuna_5875930947,"Remote Licensed Mental Health Counselor (LMFT, LPCC, LCSW) - Work from Home",Meta Rehab & Wellness Center,Social work Jobs,full_time,US,,115000.0,130000.0,https://www.adzuna.com/land/ad/5875930947?se=dhkTHCez8RGJQ8ghP7HgNA&utm_medium=api&utm_source=8500f1f0&v=984485C63709EFD7F4C9D62A0E93C1B8A926F29E,2026-09-08,2026-09-18
Adzuna,adzuna_5747005945,Flexible Remote Data Entry Clerk - Work from Home,Apex Focus Group,Admin Jobs,part_time,US,,63589.38,63589.38,https://www.adzuna.com/land/ad/5747005945?se=dhkTHCez8RGJQ8ghP7HgNA&utm_medium=api&utm_source=8500f1f0&v=310C62A32FC808539EAA376A9258F9FE6CCA1F96,2026-06-01,2026-09-18
Adzuna,adzuna_5747006168,Flexible Remote Data Entry Clerk - Work from Home,Apex Focus Group,Admin Jobs,part_time,US,,62382.94,62382.94,https://www.adzuna.com/land/ad/5747006168?se=dhkTHCez8RGJQ8ghP7HgNA&utm_medium=api&utm_source=8500f1f0&v=FD6D3D964046C56B16EE9E72487BB29F5397DCE6,2026-06-01,2026-09-18
Adzuna,adzuna_5747006316,Flexible Remote Data Entry Clerk - Work from Home,Apex Focus Group,Admin Jobs,part_time,US,,64140.88,64140.88,https://www.adzuna.com/land/ad/5747006316?se=dhkTHCez8RGJQ8ghP7HgNA&utm_medium=api&utm_source=8500f1f0&v=A414A6A3BBEFA493780F8DED6E98E8FB2367D626,2026-06-01,2026-09-18
Adzuna,adzuna_5747005876,Flexible Remote Data Entry Clerk - Work from Home,Apex Focus Group,Admin Jobs,part_time,US,,62084.41,62084.41,https://www.adzuna.com/land/ad/5747005876?se=dhkTHCez8RGJQ8ghP7HgNA&utm_medium=api&utm_source=8500f1f0&v=C3EA53A32AC32515FB1BF25EAD50C61A914613EB,2026-06-01,2026-09-18
Adzuna,adzuna_5747006237,Flexible Remote Data Entry Clerk - Work from Home,Apex Focus Group,Admin Jobs,part_time,US,,71682.59,71682.59,https://www.adzuna.com/land/ad/5747006237?se=dhkTHCez8RGJQ8ghP7HgNA&utm_medium=api&utm_source=8500f1f0&v=BAC970E8C1C909BBFDC44EE627043A5E40DF4797,2026-06-01,2026-09-18
Adzuna,adzuna_5747006196,Flexible Remote Data Entry Clerk - Work from Home,Apex Focus Group,Admin Jobs,part_time,US,,54625.16,54625.16,https://www.adzuna.com/land/ad/5747006196?se=dhkTHCez8RGJQ8ghP7HgNA&utm_medium=api&utm_source=8500f1f0&v=4CE2357C7C02711D3E344DDF42403A4A9DCE65DF,2026-06-01,2026-09-18
Adzuna,adzuna_5747006271,Flexible Remote Data Entry Clerk - Work from Home,Apex Focus Group,Admin Jobs,part_time,US,,61275.61,61275.61,https://www.adzuna.com/land/ad/5747006271?se=dhkTHCez8RGJQ8ghP7HgNA&utm_medium=api&utm_source=8500f1f0&v=B4FD22E91835E020AD676242CA0D463252B7A9C3,2026-06-01,2026-09-18
Adzuna,adzuna_5747006324,Flexible Remote Data Entry Clerk - Work from Home,Apex Focus Group,Admin Jobs,part_time,US,,60900.89,60900.89,https://www.adzuna.com/land/ad/5747006324?se=dhkTHCez8RGJQ8ghP7HgNA&utm_medium=api&utm_source=8500f1f0&v=41A9CF442FBADD32FD4C35CC16670301B7199475,2026-06-01,2026-09-18
Adzuna,adzuna_5747006310,Flexible Remote Data Entry Clerk - Work from Home,Apex Focus Group,Admin Jobs,part_time,US,,61404.59,61404.59,https://www.adzuna.com/land/ad/5747006310?se=dhkTHCez8RGJQ8ghP7HgNA&utm_medium=api&utm_source=8500f1f0&v=2A7D2BE8C898968DA0B0FA97D85AF2027AA95142,2026-06-01,2026-09-18
Adzuna,adzuna_5747005947,Flexible Remote Data Entry Clerk - Work from Home,Apex Focus Group,Admin Jobs,part_time,US,,61431.48,61431.48,https://www.adzuna.com/land/ad/5747005947?se=dhkTHCez8RGJQ8ghP7HgNA&utm_medium=api&utm_source=8500f1f0&v=8D4EDD665F05AA1B9B052C8233EE9CCD78A28A0E,2026-06-01,2026-09-18
Adzuna,adzuna_5747006247,Flexible Remote Data Entry Clerk - Work from Home,Apex Focus Group,Admin Jobs,part_time,US,,59468.23,59468.23,https://www.adzuna.com/land/ad/5747006247?se=dhkTHCez8RGJQ8ghP7HgNA&utm_medium=api&utm_source=8500f1f0&v=355D886A30A7C2317E31B483AFE4908633372964,2026-06-01,2026-09-18
Adzuna,adzuna_5747006094,Flexible Remote Data Entry Clerk - Work from Home,Apex Focus Group,Admin Jobs,part_time,US,,62437.4,62437.4,https://www.adzuna.com/land/ad/5747006094?se=dhkTHCez8RGJQ8ghP7HgNA&utm_medium=api&utm_source=8500f1f0&v=807D4DE6ADD304D372C2402D3F9BDFB29FF6AF3C,2026-06-01,2026-09-18
Adzuna,adzuna_5747006171,Flexible Remote Data Entry Clerk - Work from Home,Apex Focus Group,Admin Jobs,part_time,US,,61852.8,61852.8,https://www.adzuna.com/land/ad/5747006171?se=dhkTHCez8RGJQ8ghP7HgNA&utm_medium=api&utm_source=8500f1f0&v=D596B8EFC592DE7C62C085FD8C76D35B0F16443C,2026-06-01,2026-09-18
Adzuna,adzuna_5747006289,Flexible Remote Data Entry Clerk - Work from Home,Apex Focus Group,Admin Jobs,part_time,US,,56905.66,56905.66,https://www.adzuna.com/land/ad/5747006289?se=dhkTHCez8RGJQ8ghP7HgNA&utm_medium=api&utm_source=8500f1f0&v=BDE6BFA96632102F7830247EDA34EA174FFE78EC,2026-06-01,2026-09-18
Adzuna,adzuna_5747006104,Flexible Remote Data Entry Clerk - Work from Home,Apex Focus Group,Admin Jobs,part_time,US,,64771.43,64771.43,https://www.adzuna.com/land/ad/5747006104?se=dhkTHCez8RGJQ8ghP7HgNA&utm_medium=api&utm_source=8500f1f0&v=705E15F3A09B6090CA426AE8352ECFD5E153F764,2026-06-01,2026-09-18
Adzuna,adzuna_5747005977,Flexible Remote Data Entry Clerk - Work from Home,Apex Focus Group,Admin Jobs,part_time,US,,53376.87,53376.87,https://www.adzuna.com/land/ad/5747005977?se=dhkTHCez8RGJQ8ghP7HgNA&utm_medium=api&utm_source=8500f1f0&v=775B11CCE074E8851CBD8B731C47B0B0C9AB869D,2026-06-01,2026-09-18
Adzuna,adzuna_5747006180,Flexible Remote Data Entry Clerk - Work from Home,Apex Focus Group,Admin Jobs,part_time,US,,72512.69,72512.69,https://www.adzuna.com/land/ad/5747006180?se=dhkTHCez8RGJQ8ghP7HgNA&utm_medium=api&utm_source=8500f1f0&v=BA103BDD017D714F1DE0F71ED5CC351F9658DC12,2026-06-01,2026-09-18
Adzuna,adzuna_5747005956,Flexible Remote Data Entry Clerk - Work from Home,Apex Focus Group,Admin Jobs,part_time,US,,56223.49,56223.49,https://www.adzuna.com/land/ad/5747005956?se=dhkTHCez8RGJQ8ghP7HgNA&utm_medium=api&utm_source=8500f1f0&v=AF295CB6EBFCE8D4394FFDC9CDA697F5533DE876,2026-06-01,2026-09-18
Adzuna,adzuna_5747006032,Flexible Remote Data Entry Clerk - Work from Home,Apex Focus Group,Admin Jobs,part_time,US,,54620.99,54620.99,https://www.adzuna.com/land/ad/5747006032?se=dhkTHCez8RGJQ8ghP7HgNA&utm_medium=api&utm_source=8500f1f0&v=939B81846F24E218025B560D9D9CC256F4D23E37,2026-06-01,2026-09-18
Adzuna,adzuna_5747005982,Flexible Remote Data Entry Clerk - Work from Home,Apex Focus Group,Admin Jobs,part_time,US,,60600.43,60600.43,https://www.adzuna.com/land/ad/5747005982?se=dhkTHCez8RGJQ8ghP7HgNA&utm_medium=api&utm_source=8500f1f0&v=BDA673431672540A8BB2947BD15C11B9B35DB1E2,2026-06-01,2026-09-18
Adzuna,adzuna_5747006123,Flexible Remote Data Entry Clerk - Work from Home,Apex Focus Group,Admin Jobs,part_time,US,,66422.57,66422.57,https://www.adzuna.com/land/ad/5747006123?se=dhkTHCez8RGJQ8ghP7HgNA&utm_medium=api&utm_source=8500f1f0&v=AD7EC4960B9EB36D28C05643B50EE0F7FF71B97C,2026-06-01,2026-09-18
Adzuna,adzuna_5747005986,Flexible Remote Data Entry Clerk - Work from Home,Apex Focus Group,Admin Jobs,part_time,US,,54660.86,54660.86,https://www.adzuna.com/land/ad/5747005986?se=dhkTHCez8RGJQ8ghP7HgNA&utm_medium=api&utm_source=8500f1f0&v=BC83306D2CC4AB561CAE373D507EE6A9A59732D4,2026-06-01,2026-09-18
